lon,lat,building_count,dist_to_nearest_building_m,pole_count,dist_to_nearest_pole_m,population,buildings_within_1000m,buildings_within_3000m,poles_within_5000m,poles_within_10000m,dist_to_nearest_road_m,roads_within_2000m,ntl_radiance,google_building_count,google_buildings_within_1000m,electrification_prob,score_pop,score_building,score_grid_dist,suitability_score,local_suitability_score,region_n_candidates,region_mean_electrification_prob,rank
35.10750000000056,2.007499999999857,0.0,51746.12376787271,0.0,118874.98864353258,144.7830047607422,0.0,5.0,0.0,0.0,1897.1829454601404,13.0,0.0,2.0,3.0,0.14145848155021667,0.06799495859630468,0.0,0.31396263220546894,0.12138677310016255,0.6295340349411624,2565.0,0.07585954666137695,11
40.20750000000317,4.007499999999814,0.0,5659.911660087991,0.0,6327.973609300216,437.6725158691406,0.0,0.0,0.0,2.0,16387.958670543954,0.0,0.0,0.0,0.0,0.1648366004228592,0.2275922263276308,0.0,0.015318611933687623,0.0956324741111586,0.4398005851273892,1651.0,0.07867757230997086,12
36.03250000000104,-2.042500000000057,0.0,99084.21077548128,0.0,108089.72314702264,99.65987396240234,0.0,0.0,0.0,0.0,1482.4881152881003,20.0,0.0,3.0,45.0,0.11028370261192322,0.043407091452667,0.0,0.2853438807743753,0.10296600081337938,0.7068105312103298,703.0,0.08058325946331024,13
39.00750000000256,0.1324999999998968,0.0,5577.680969722094,0.0,32361.78301639142,104.08480834960938,0.0,0.0,0.0,0.0,7418.489149527858,0.0,0.0,0.0,0.0,0.19751928746700287,0.04581826498843512,0.0,0.08439944452581134,0.04364713935311745,0.5307776075324774,2729.0,0.08075232803821564,14
41.28250000000372,3.932499999999816,0.0,38230.59802043385,0.0,67267.28216599805,438.1597290039063,0.0,0.0,0.0,0.0,101.47947847559496,22.0,0.0,291.0,1170.0,0.18509264290332794,0.22785771171431177,0.0,0.17702134651460336,0.14424948864010573,0.6201794641626635,5957.0,0.081111840903759,15
38.00750000000205,-2.502500000000047,1.0,0.0,0.0,16180.89150819571,280.7884826660156,7.0,53.0,0.0,0.0,590.193683835808,135.0,0.0,106.0,800.0,0.15633296966552734,0.142105166872563,0.7777777777777778,0.04146337474093707,0.30261441250463966,0.7445180504000093,2184.0,0.08152896165847778,16
40.70750000000343,-2.3425000000000504,0.0,37756.3200007628,0.0,57013.92658815915,177.70008850097656,0.0,0.0,0.0,0.0,4004.714119907015,0.0,0.0,11.0,94.0,0.17504368722438812,0.08593167680360284,0.0,0.14981402049080314,0.07931687686868208,0.512393440620208,2404.0,0.08206641674041748,17
40.4575000000033,-0.0425000000000994,0.0,8471.70732497293,0.0,17638.17592609848,305.3368835449219,0.0,0.0,0.0,0.0,13867.753544876809,0.0,0.0,0.0,43.0,0.1630658060312271,0.15548173912542432,0.0,0.04533028562355384,0.07579178133723588,0.5635912053387128,217.0,0.08291400223970413,18
38.03250000000206,-1.337500000000072,0.0,2775.0,0.0,51710.39571498172,276.2488098144531,0.0,1.0,0.0,0.0,3598.0970978067894,0.0,0.0,138.0,916.0,0.19428732991218567,0.13963147165295062,0.0,0.1357410770091882,0.0965749117639367,0.554296300985237,4822.0,0.08461867272853851,19
39.57250000000285,2.5024999999998463,0.0,78780.68116613363,0.0,115452.00658715292,178.91644287109375,0.0,0.0,0.0,0.0,181.77583205939183,131.0,0.0,19.0,175.0,0.1567022055387497,0.0865944756635863,0.0,0.30487973362904325,0.1261017103541475,0.6949920741537184,2895.0,0.0848550871014595,20
39.42750000000277,3.357499999999829,0.0,20467.38869519021,0.0,25098.030301200928,532.6058349609375,0.0,0.0,0.0,0.0,549.1822799396894,57.0,0.0,138.0,1097.0,0.13657011091709137,0.2793219666190457,0.0,0.06512504340140349,0.13126629966803932,0.5135397964683732,4546.0,0.08502288907766342,21
37.70750000000189,-3.167500000000033,1.0,0.0,0.0,10323.596756944744,176.46554565429688,7.0,50.0,0.0,0.0,2777.5083354672333,0.0,0.0,5.0,170.0,0.12067554891109467,0.08525896693262897,0.7777777777777778,0.025921016270582794,0.27521322498755973,0.6432504692313005,690.0,0.08712846785783768,22
34.757500000000384,3.757499999999821,0.0,2001.080957882514,0.0,52631.44331100943,113.55248260498048,0.0,6.0,0.0,0.0,2616.350214080041,0.0,0.0,0.0,0.0,0.19963087141513824,0.050977258006687044,0.0,0.13818508102702654,0.06184642751078277,0.5692235467823081,1131.0,0.08832190930843353,23
35.85750000000095,4.307499999999807,0.0,8080.921977101376,0.0,41717.39744998482,120.55705261230467,0.0,0.0,0.0,0.0,2620.0939391463307,0.0,0.0,0.0,0.0,0.11763586848974228,0.05479409060875314,0.0,0.1092246103084064,0.054685019336023176,0.6313687340606269,559.0,0.08860541135072708,24
